,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
446,,,98747,0,0,0,0,0,1,4.5,5.5,3,Nick,5.5,376,False,,,50,98747.jpg,5.5,Pope,6.3,False,,a,15,4,22,274908,30915,144564,51536,1.1,4.4,Pope,360,0,0,2,4,0,0,0,0,0,15,3,91,111.4,0.0,0.0,11.2,27,6,564,54,553,54,158,6,,,,,,
447,,,220237,0,0,0,0,0,2,1.8,2.8,2,Sven,2.8,377,False,,,45,220237.jpg,2.8,Botman,1.9,False,,a,15,4,11,38147,4287,74965,15028,0.6,2.4,Botman,271,0,0,1,4,0,0,0,0,0,0,1,57,39.6,11.8,12.0,6.4,192,83,221,68,213,62,235,82,,,,,,
448,,,215379,0,0,0,0,0,3,-0.8,0.2,1,Elliot,0.2,552,False,,,45,215379.jpg,1.0,Anderson,0.2,False,,a,15,4,1,9233,1559,10412,1873,0.0,0.2,Anderson,6,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.6,26.0,3.4,297,133,314,156,162,88,280,126,,,,,,
449,,,219168,0,0,0,0,0,4,1.3,2.3,0,Alexander,0.0,594,False,,,70,219168.jpg,0.0,Isak,1.1,False,,a,15,4,0,104967,64318,17414,14553,0.0,0.0,Isak,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599,62,599,62,599,62,599,62,,,,,,
450,,,215136,0,0,1,-1,0,2,0.7,1.2,1,Neco,2.2,295,False,,,41,215136.jpg,2.2,Williams,27.9,False,,a,16,17,9,662062,76346,452464,109540,0.5,2.2,N.Williams,360,0,0,1,5,0,0,0,2,0,0,1,51,93.0,105.3,104.0,30.3,53,15,20,6,37,1,32,4,2.0,,1.0,,,
451,,,48615,0,0,-1,1,0,3,-1.5,-1.0,0,Harry,0.0,378,False,,,44,48615.jpg,0.0,Arter,0.2,False,,a,16,17,0,9465,981,14340,2596,0.0,0.0,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,165,418,170,366,143,438,169,,,,,,
452,100.0,100.0,56917,0,0,0,0,0,2,-0.5,0.0,1,Steve,1.0,379,False,,2022-08-12T15:30:05.680688Z,45,56917.jpg,1.3,Cook,0.1,False,,a,16,17,4,1779,437,7886,1058,0.2,0.9,Cook,175,0,0,0,2,0,0,0,1,0,0,0,32,44.0,11.5,4.0,5.9,176,74,223,70,255,82,247,90,,,,,,
453,,,57647,0,0,0,0,0,4,-1.5,-1.0,0,Lyle,0.0,380,False,,,45,57647.jpg,0.0,Taylor,8.4,False,,a,16,17,0,180257,33638,429932,93082,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,483,44,472,45,436,46,491,46,,,,,,
454,100.0,75.0,58771,0,0,-1,1,0,3,-1.0,-0.4,0,Jack,0.5,381,False,,2022-08-14T23:30:06.699626Z,44,58771.jpg,2.0,Colback,1.0,False,,a,16,17,2,24547,3292,82649,11077,0.1,0.5,Colback,90,0,0,0,2,0,0,0,0,0,0,0,13,14.4,1.3,0.0,1.6,270,116,298,153,370,144,308,138,,,,,,
455,0.0,0.0,102836,0,0,0,0,0,1,0.0,0.0,0,Brice,0.0,382,False,Transferred to RC Lens,2022-07-06T13:30:03.861018Z,45,102836.jpg,0.0,Samba,0.0,False,,u,16,17,0,0,0,125,12,0.0,0.0,Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,59,481,43,447,41,499,59,,,,,,
456,,,166325,0,0,-1,1,0,3,-1.3,-0.8,0,Carlos,0.2,383,False,,,44,166325.jpg,1.0,Ribeiro Dias,0.4,False,,a,16,17,1,14953,2725,24820,4488,0.0,0.2,Cafú,6,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.1,0.0,0.3,330,147,337,168,392,149,344,156,4.0,,4.0,,,
457,0.0,0.0,168172,0,0,-1,1,0,3,0.0,0.0,0,Joe,0.0,384,False,Transferred to Sydney FC,2022-08-16T08:49:55.320541Z,49,168172.jpg,0.0,Lolley,0.0,False,,u,16,17,0,313,0,4311,327,0.0,0.0,Lolley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,559,237,553,239,539,228,562,239,,,,,,
458,100.0,100.0,168281,0,0,0,0,0,2,0.5,1.0,0,Scott,2.0,385,False,,2022-08-12T15:30:05.689103Z,45,168281.jpg,2.0,McKenna,0.1,False,,a,16,17,8,2209,283,4899,966,0.4,1.8,McKenna,360,0,0,1,5,0,0,0,2,0,0,0,48,65.8,27.8,6.0,9.9,107,42,153,42,243,75,180,55,,,,,,
459,0.0,0.0,173399,0,0,0,0,0,2,0.0,0.0,0,Mohamed,0.0,386,False,Season-long loan to FC Luzern,2022-08-04T13:25:02.036499Z,40,173399.jpg,0.0,Dräger,0.1,False,,u,16,17,0,0,0,11052,1040,0.0,0.0,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,143,373,139,317,111,395,143,,,,,,
460,100.0,100.0,204968,0,0,0,0,0,3,0.0,0.5,2,Ryan,1.5,387,False,,2022-08-04T17:30:05.670028Z,50,204968.jpg,3.0,Yates,0.0,False,,a,16,17,6,534,196,2211,230,0.3,1.2,Yates,109,0,1,0,2,0,0,0,0,0,0,0,25,9.2,13.8,111.0,13.4,289,129,209,116,32,24,125,72,,,,,,
461,,,208912,0,0,0,0,0,2,0.5,1.0,0,Joe,2.0,388,False,,,45,208912.jpg,2.0,Worrall,0.1,False,,a,16,17,8,2897,247,5343,1095,0.4,1.8,Worrall,360,0,0,1,5,0,0,0,3,0,0,1,54,77.8,4.9,6.0,8.8,76,27,239,77,245,77,196,65,,,,,,
462,0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,389,False,Joined Coventry City on loan - Expected back 01 Jul,2022-07-13T23:30:04.990034Z,40,209035.jpg,0.0,Panzo,0.0,False,,u,16,17,0,0,0,665,68,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,148,380,144,324,116,402,148,,,,,,
463,0.0,0.0,209925,0,0,0,0,0,3,0.0,0.0,0,Xande,0.0,390,False,Transferred to Dijon,2022-08-04T13:19:44.715432Z,50,209925.jpg,0.0,Nascimento da Costa Silva,0.0,False,,u,16,17,0,0,0,1363,66,0.0,0.0,Xande Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,577,248,573,248,562,239,578,248,,,,,,
464,,,217331,-1,1,-1,1,0,4,-0.7,-0.2,1,Sam,0.8,391,False,,,49,217331.jpg,1.0,Surridge,1.2,False,,a,16,17,3,51673,4380,92419,15931,0.2,0.6,Surridge,81,0,0,0,1,0,0,0,1,0,0,0,4,7.6,1.2,8.0,1.6,299,33,302,39,236,41,310,40,,,,,,
465,0.0,0.0,221403,0,0,0,0,0,2,0.0,0.0,0,Richie,0.0,392,False,Season-long loan to Toronto FC,2022-08-10T10:30:46.083684Z,45,221403.jpg,0.0,Laryea,0.0,False,,u,16,17,0,26,0,2666,164,0.0,0.0,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,201,497,202,469,192,513,203,,,,,,
466,,,242885,0,0,-1,1,0,2,-1.5,-1.0,0,Loïc,0.0,393,False,,,44,242885.jpg,0.0,Mbe Soh,0.0,False,,a,16,17,0,341,48,2013,270,0.0,0.0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460,188,449,189,409,172,468,190,,,,,,
467,,,242898,0,0,-1,1,1,4,1.7,2.2,1,Brennan,3.2,394,False,,,59,242898.jpg,3.2,Johnson,1.6,False,,a,16,17,13,60958,13180,99230,23335,0.5,2.2,Johnson,360,1,0,1,5,0,0,0,2,0,0,3,45,41.2,29.3,76.0,14.6,188,15,149,19,59,17,102,15,3.0,,3.0,,2.0,
468,0.0,,244930,0,0,-1,1,0,3,0.0,-0.8,0,Alex,0.2,395,False,Joined Sheffield Wednesday on loan - Expected back 01 Jul,2022-08-29T15:30:06.614574Z,49,244930.jpg,1.0,Mighten,0.0,False,,n,16,17,1,412,41,1678,287,0.0,0.2,Mighten,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,565,242,331,166,546,233,568,244,,,,,,
469,0.0,0.0,437476,0,0,0,0,0,3,0.0,0.0,0,Braian,0.0,396,False,Season-long loan to Real Salt Lake,2022-08-14T18:39:35.875952Z,45,437476.jpg,0.0,Ojeda Rodríguez,0.1,False,,u,16,17,0,601,0,6419,722,0.0,0.0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518,206,509,210,485,193,523,210,,,,,,
470,,,210156,0,0,-1,1,0,4,1.5,2.0,1,Taiwo,3.0,397,False,,,59,210156.jpg,3.0,Awoniyi,1.1,False,,a,16,17,12,80985,2799,87094,22917,0.5,2.0,Awoniyi,173,1,0,2,2,0,0,0,0,0,0,2,42,43.4,32.1,40.0,11.6,179,14,137,16,111,26,152,20,,,,,,
471,,,172649,0,0,1,-1,1,1,6.0,6.5,9,Dean,7.5,398,True,,,46,172649.jpg,7.5,Henderson,10.6,False,,a,16,17,30,506896,112321,151398,39712,1.6,6.5,Henderson,360,0,0,1,5,0,2,0,1,0,22,5,125,199.0,0.0,0.0,19.9,2,1,531,49,510,49,69,1,,,,,,
472,,,437753,0,0,-1,1,0,2,-1.5,-1.0,0,Giulian,0.0,399,False,,,44,437753.jpg,0.0,Biancone,0.1,False,,a,16,17,0,756,64,3481,470,0.0,0.0,Biancone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,190,454,191,415,174,474,192,,,,,,
473,100.0,75.0,222531,0,0,0,0,0,3,0.3,0.6,2,Morgan,1.8,493,False,,2022-08-26T17:00:06.188487Z,55,222531.jpg,1.8,Gibbs-White,0.2,False,,a,16,17,7,9225,2489,10215,2284,0.3,1.3,Gibbs-White,299,0,0,1,5,0,0,0,1,0,0,0,27,24.4,64.0,39.0,12.7,236,98,66,46,117,66,134,76,1.0,,,,,
474,0.0,0.0,199170,0,0,-1,1,0,2,0.0,0.0,0,Moussa,1.8,507,False,Muscle injury - Unknown return date,2022-08-14T23:30:06.816810Z,44,199170.jpg,3.5,Niakhaté,0.1,False,,i,16,17,7,1781,31,9154,1275,0.4,1.6,Niakhaté,160,0,0,1,2,0,0,0,0,0,0,0,26,36.0,1.0,32.0,6.9,209,88,303,109,144,37,226,77,,,,,,
475,0.0,0.0,204822,-1,1,-1,1,0,2,0.0,0.0,0,Omar,0.0,511,False,Leg injury - Expected back 01 Oct,2022-07-20T22:30:04.466287Z,44,204822.jpg,0.0,Richards,0.0,False,,i,16,17,0,107,13,521,64,0.0,0.0,Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,186,443,186,400,167,463,188,,,,,,
476,,,20066,0,0,0,0,0,1,-1.5,-1.0,0,Wayne,0.0,518,False,,,40,20066.jpg,0.0,Hennessey,2.0,False,,a,16,17,0,13421,1431,38982,7305,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,368,26,351,7,295,5,374,26,,,,,,
477,,,114241,0,0,0,0,0,2,1.3,1.8,1,Harry,2.8,523,False,,,45,114241.jpg,2.8,Toffolo,0.1,False,,a,16,17,11,8060,531,7277,1425,0.6,2.4,Toffolo,360,0,0,1,5,0,0,0,0,0,0,1,63,59.2,57.8,8.0,12.4,130,53,75,16,231,71,142,39,,,,,,
478,,,243345,0,0,0,0,0,3,0.3,0.8,1,Lewis,1.8,524,False,,,50,243345.jpg,1.8,O'Brien,0.1,False,,a,16,17,7,2332,225,3076,660,0.4,1.4,O'Brien,328,0,0,1,3,0,0,0,2,0,0,0,32,37.4,30.0,21.0,8.9,202,80,146,89,180,97,193,98,,,,,,
479,,,109322,-1,1,-2,2,0,3,1.7,2.2,2,Jesse,3.2,527,False,,,58,109322.jpg,3.2,Lingard,3.2,False,,a,16,17,13,88926,5761,306796,65044,0.6,2.2,Lingard,331,0,1,2,3,0,0,0,0,0,0,0,38,23.0,94.7,48.0,16.6,244,101,31,22,95,61,82,53,,,,,,
480,0.0,,179519,0,0,0,0,0,3,0.0,0.2,0,Orel,1.2,536,False,Hamstring injury - Expected back 12 Sep,2022-08-28T19:00:06.508578Z,50,179519.jpg,1.7,Mangala,0.0,False,,i,16,17,5,1429,72,2685,750,0.2,1.0,Mangala,152,0,0,1,1,0,0,0,0,0,0,0,19,15.8,16.7,15.0,4.8,265,113,194,111,207,113,270,121,,,,,,
481,,,475492,0,0,0,0,0,3,-1.5,-1.0,0,Oliver,0.0,553,False,,,45,475492.jpg,0.0,Hammond,0.0,False,,a,16,17,0,1220,140,2134,354,0.0,0.0,Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,211,520,214,498,197,533,214,,,,,,
482,,,89076,0,0,0,0,0,3,-1.0,-0.5,1,Remo,0.5,582,False,,,50,89076.jpg,1.0,Freuler,0.0,False,,a,16,17,1,1093,123,682,214,0.1,0.2,Freuler,15,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.9,4.0,0.4,570,244,307,154,261,132,340,153,,,,,,
483,,,55037,0,0,0,0,0,3,-1.0,-0.5,0,Cheikhou,0.5,583,False,,,45,55037.jpg,0.5,Kouyaté,0.1,False,,a,16,17,1,6451,990,3002,894,0.1,0.2,Kouyaté,21,0,0,0,2,0,0,0,1,0,0,0,1,3.6,1.4,2.0,0.7,324,145,295,152,271,136,330,149,,,,,,
484,,,230251,0,0,0,0,0,4,-1.0,-0.5,1,Emmanuel,0.5,585,False,,,60,230251.jpg,1.0,Dennis,0.2,False,,a,16,17,1,22243,2679,12432,4195,0.1,0.2,Dennis,21,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,1.0,14.0,1.4,597,60,305,40,211,38,312,41,,,2.0,,,
485,,,233420,0,0,0,0,0,2,0.4,0.9,0,Renan Augusto,0.0,602,False,,,45,233420.jpg,0.0,Lodi dos Santos,0.0,False,,a,16,17,0,516,516,34,34,0.0,0.0,Renan Lodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,202,501,203,476,196,516,204,,,,,,
486,,,514356,0,0,0,0,0,3,1.3,1.3,2,Roméo,1.8,321,False,,,45,514356.jpg,1.8,Lavia,0.6,False,,a,17,20,7,64844,7573,36150,6850,0.4,1.6,Lavia,360,0,0,0,8,0,0,0,1,0,0,0,59,53.4,30.8,16.0,10.0,150,59,141,86,204,110,179,92,,,,,,
487,100.0,100.0,20467,0,0,-1,1,0,3,-0.5,-0.5,0,Theo,0.0,400,False,,2022-08-01T17:30:04.914877Z,49,20467.jpg,0.0,Walcott,0.0,False,,a,17,20,0,734,183,1733,222,0.0,0.0,Walcott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,550,228,542,229,523,214,553,230,,,,,,
488,,,58376,0,0,-1,1,0,1,-0.5,-0.5,0,Alex,0.0,401,False,,,44,58376.jpg,0.0,McCarthy,0.2,False,,a,17,20,0,1142,267,8380,1296,0.0,0.0,McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,52,421,34,369,32,441,52,,,,,,
489,,,78056,-1,1,-2,2,0,3,0.0,0.0,0,Oriol,0.5,402,False,,,48,78056.jpg,2.0,Romeu Vidal,0.1,False,,a,17,20,2,749,90,5043,794,0.1,0.4,Romeu,74,0,0,0,4,0,0,0,0,0,0,0,9,6.2,3.8,2.0,1.2,306,136,252,131,279,140,314,140,,,,,,
490,,,83283,-1,1,-2,2,0,3,-0.3,-0.3,0,Nathan,0.2,403,False,,,53,83283.jpg,1.0,Redmond,0.1,False,,a,17,20,1,623,70,3447,553,0.0,0.2,Redmond,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,581,251,579,251,571,244,582,251,,,2.0,,,
491,,,88900,0,0,-1,1,0,2,-0.3,-0.3,0,Jack,0.2,404,False,,,44,88900.jpg,0.5,Stephens,0.0,False,,a,17,20,1,389,53,2037,357,0.0,0.2,Stephens,46,0,0,0,2,0,0,0,0,0,0,0,10,14.2,2.5,0.0,1.7,271,108,266,91,376,153,307,110,,,,,,
492,,,91047,0,0,-1,1,0,3,0.7,0.7,1,Stuart,1.2,405,False,,,49,91047.jpg,1.2,Armstrong,0.1,False,,a,17,20,5,3121,567,6253,1156,0.2,1.0,S.Armstrong,152,0,0,0,4,0,0,0,0,0,0,0,15,17.2,46.4,26.0,9.0,260,109,103,73,163,89,191,97,2.0,,,,,
493,,,96787,0,0,-1,1,0,3,0.7,0.7,2,Mohamed,1.2,406,False,,,54,96787.jpg,1.7,Elyounoussi,0.1,False,,a,17,20,5,809,152,4217,593,0.2,0.9,Elyounoussi,212,0,0,0,4,0,0,0,1,0,0,0,13,10.4,34.0,24.0,6.5,284,126,134,85,169,91,233,108,,,,,,
494,,,101178,0,0,0,0,0,3,4.5,4.5,2,James,5.0,407,False,,,65,101178.jpg,5.0,Ward-Prowse,9.0,False,,a,17,20,20,332383,15567,350005,98908,0.8,3.1,Ward-Prowse,360,1,1,0,8,0,0,0,0,0,0,4,91,115.4,186.9,27.0,32.9,24,11,3,2,160,87,19,13,1.0,,1.0,,1.0,
495,,,155511,0,0,0,0,0,4,1.7,1.7,2,Adam,2.2,408,False,,,55,155511.jpg,2.2,Armstrong,0.8,False,,a,17,20,9,51885,9426,51535,12416,0.4,1.6,A.Armstrong,219,0,1,0,4,0,0,0,0,0,0,0,28,29.6,38.9,34.0,10.1,222,19,120,11,140,30,178,22,,,,,,
496,,,158534,0,0,0,0,0,2,2.3,2.3,2,Kyle,2.8,409,False,,,45,158534.jpg,2.8,Walker-Peters,1.3,False,,a,17,20,11,38636,6466,35205,8900,0.6,2.4,Walker-Peters,360,1,0,0,8,0,0,0,0,0,0,0,47,98.0,65.1,55.0,21.7,47,11,64,14,79,9,56,7,,,,,,
497,,,171771,0,0,-1,1,0,2,-0.3,-0.3,0,Jan,0.2,410,False,,,44,171771.jpg,0.5,Bednarek,0.3,False,,a,17,20,1,2751,191,17639,3429,0.0,0.2,Bednarek,159,0,0,0,6,0,0,0,0,0,0,0,29,38.4,21.1,8.0,6.8,197,85,179,51,230,70,229,80,,,,,,
498,,,200439,0,0,-1,1,1,4,3.5,3.5,2,Che,4.0,411,False,,,64,200439.jpg,5.3,Adams,1.0,False,,a,17,20,16,67941,17899,55087,18229,0.6,2.5,Adams,211,2,0,0,3,0,0,0,0,0,0,3,65,71.8,26.0,105.0,20.4,83,8,160,20,35,9,65,12,,,,,,
499,0.0,0.0,203389,0,0,0,0,0,3,0.0,0.0,0,Nathan,0.0,412,False,Season-long loan to Burnley,2022-08-12T14:24:55.174713Z,50,203389.jpg,0.0,Tella,0.0,False,,u,17,20,0,13,0,244,13,0.0,0.0,Tella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,575,247,571,247,560,238,576,247,,,,,,
500,100.0,100.0,212721,0,0,0,0,0,2,0.0,0.0,1,Lyanco,0.5,413,False,,2022-08-11T13:30:06.884427Z,45,212721.jpg,1.0,Silveira Neves Vojnovic,0.0,False,,a,17,20,2,224,68,1762,271,0.1,0.4,Lyanco,3,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0.3,2.0,0.6,325,120,325,120,273,94,331,118,,,,,,
501,,,213482,0,0,0,0,0,2,-0.5,-0.5,0,Yan,0.0,414,False,,,40,213482.jpg,0.0,Valery,0.8,False,,a,17,20,0,19474,1431,27904,5374,0.0,0.0,Valery,45,0,0,0,2,0,0,0,0,0,0,0,1,4.0,0.9,0.0,0.5,319,117,306,111,325,117,332,119,,,,,,
502,0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,415,False,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,45,214466.jpg,0.0,Smallbone,0.0,False,,u,17,20,0,0,0,803,87,0.0,0.0,Smallbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,197,494,201,466,183,510,201,,,,,,
503,,,240143,0,0,-1,1,0,3,-0.3,-0.3,0,Ibrahima,0.2,416,False,,,44,240143.jpg,1.0,Diallo,0.6,False,,a,17,20,1,13028,3411,29234,5390,0.0,0.2,Diallo,15,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.3,10.0,1.4,338,155,270,141,221,117,311,139,,,,,,
504,100.0,75.0,244560,0,0,0,0,0,2,0.0,0.0,1,Romain,0.5,417,False,,2022-08-18T13:00:06.727307Z,45,244560.jpg,1.0,Perraud,0.0,False,,a,17,20,2,369,44,2544,171,0.1,0.4,Perraud,19,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1.5,24.0,2.6,512,203,289,100,168,44,289,105,,,,,,
505,,,431131,0,0,0,0,0,3,2.3,2.3,2,Moussa,2.8,418,False,,,50,431131.jpg,2.8,Djenepo,0.1,False,,a,17,20,11,12469,657,9792,1779,0.6,2.2,Djenepo,339,0,1,0,8,0,0,0,0,0,0,0,62,71.2,60.1,18.0,15.0,85,33,73,52,196,104,97,58,,,,,,
506,0.0,0.0,441191,-1,1,-1,1,0,2,0.0,0.0,0,Tino,0.0,419,False,Knee injury - Expected back 01 Jan,2022-07-05T15:30:04.232654Z,44,441191.jpg,0.0,Livramento,0.0,False,,i,17,20,0,295,37,1115,117,0.0,0.0,Livramento,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,191,455,192,416,175,475,193,,,,,,
507,,,450527,0,0,-1,1,0,2,0.0,0.0,2,Mohammed,0.5,420,False,,,44,450527.jpg,0.5,Salisu,0.2,False,,a,17,20,2,3435,822,7801,1045,0.1,0.5,Salisu,360,0,0,0,8,1,0,0,1,0,0,0,35,68.4,18.8,14.0,10.1,94,35,182,52,209,59,174,53,,,,,,
508,,,200428,0,0,0,0,0,1,-0.5,-0.5,0,Mateusz,0.0,421,False,,,40,200428.jpg,0.0,Lis,0.3,False,,a,17,20,0,2475,301,5456,1116,0.0,0.0,Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,41,377,23,321,21,399,41,,,,,,
509,,,456350,0,0,0,0,0,1,1.5,1.5,3,Gavin,2.0,422,False,,,45,456350.jpg,2.0,Bazunu,0.6,False,,a,17,20,8,9412,2365,15867,3047,0.4,1.8,Bazunu,360,0,0,0,8,0,0,0,0,0,11,0,61,92.4,10.0,0.0,10.2,55,11,227,2,494,48,173,10,,,,,,
510,,,477386,0,0,0,0,0,2,1.5,1.5,2,Armel,2.0,423,False,,,45,477386.jpg,2.7,Bella-Kotchap,0.1,False,,a,17,20,8,4650,2339,3360,1198,0.4,1.8,Bella-Kotchap,270,0,1,0,4,0,0,0,0,0,0,0,36,50.8,13.8,39.0,10.4,158,65,208,64,115,24,171,51,,,,,,
511,,,20310,0,0,0,0,0,1,-0.5,-0.5,0,Willy,0.0,424,False,,,40,20310.jpg,0.0,Caballero,1.1,False,,a,17,20,0,7436,767,16875,3408,0.0,0.0,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,27,352,8,296,6,375,27,,,,,,
512,,,193204,0,0,0,0,0,3,2.5,2.5,2,Joe,3.0,512,False,,,55,193204.jpg,3.0,Ayodele-Aribo,0.6,False,,a,17,20,12,31388,2289,35195,8569,0.5,2.2,Aribo,294,1,0,0,6,0,0,0,1,0,0,1,41,63.4,22.6,132.0,21.8,117,46,171,99,22,16,55,39,,,,,,
513,,,476888,0,0,0,0,0,4,1.0,1.0,1,Sékou,1.5,528,False,,,55,476888.jpg,2.0,Mara,0.1,False,,a,17,20,6,7757,1123,7163,1837,0.3,1.1,Mara,91,0,1,0,1,0,0,0,0,0,0,0,17,24.4,14.4,35.0,7.2,237,22,204,29,136,29,222,27,,,,,,
514,,,37915,0,0,0,0,0,1,5.0,5.5,6,Hugo,4.5,425,False,,,55,37915.jpg,4.5,Lloris,4.9,False,,a,18,6,18,114869,23710,127989,22882,0.8,3.3,Lloris,360,0,0,2,3,0,0,0,0,0,6,2,75,53.6,0.0,0.0,5.4,149,19,587,59,582,59,261,19,,,,,,
515,,,40383,0,0,0,0,0,1,0.5,1.0,0,Fraser,0.0,426,False,,,40,40383.jpg,0.0,Forster,5.0,False,,a,18,6,0,22615,2472,96980,18428,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,374,31,357,12,301,10,380,31,,,,,,
516,,,78830,0,0,-1,1,0,4,7.0,7.5,10,Harry,6.5,427,False,,,114,78830.jpg,6.5,Kane,17.8,False,,a,18,6,26,474998,151213,1289405,138559,0.6,2.3,Kane,360,4,0,2,3,0,0,1,2,0,0,6,111,185.4,121.3,242.0,54.9,3,2,13,1,5,4,1,1,,,1.0,,1.0,
517,,,85971,-1,1,-2,2,0,3,3.7,4.2,3,Son,3.2,428,False,,,118,85971.jpg,3.2,Heung-min,12.1,False,,a,18,6,13,159287,18089,1152138,296309,0.3,1.1,Son,316,0,1,2,3,0,0,0,0,0,0,0,26,52.6,104.4,146.0,30.1,154,60,23,16,19,13,33,23,1.0,,3.0,,3.0,
518,,,87835,0,0,-3,3,0,2,0.7,1.2,0,Matt,0.2,429,False,,,47,87835.jpg,1.0,Doherty,0.3,False,,a,18,6,1,6327,877,54996,5393,0.0,0.2,Doherty,3,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,312,115,533,207,512,202,336,121,,,,,,
519,,,93264,0,0,0,0,0,2,5.7,6.2,6,Eric,5.2,430,False,,,50,93264.jpg,5.2,Dier,5.0,False,,a,18,6,21,205977,27721,126597,25539,1.0,4.2,Dier,360,1,0,2,3,0,0,0,0,0,0,0,89,99.8,1.4,37.0,13.8,45,10,297,105,123,30,117,30,,,2.0,,,
520,0.0,75.0,95715,-1,1,-2,2,0,3,0.0,1.1,0,Lucas,0.5,431,False,Tendon Injury - Unknown return date,2022-08-26T14:30:06.255826Z,58,95715.jpg,1.0,Rodrigues Moura da Silva,0.2,False,,i,18,6,2,7013,126,27367,5496,0.1,0.3,Lucas Moura,12,0,0,0,0,0,0,0,0,0,0,0,8,4.0,0.1,0.0,0.4,320,143,339,169,591,256,341,154,,,,,,
521,,,115556,0,0,0,0,0,2,5.0,5.5,6,Ben,4.5,432,False,,,50,115556.jpg,4.5,Davies,1.0,False,,a,18,6,18,33642,6499,26714,5375,0.9,3.6,Davies,355,0,1,2,3,0,0,0,0,0,0,0,86,90.8,31.3,43.0,16.5,57,17,138,37,103,18,83,17,,,,,,
